URN,LA,Estab,SCHOOLTYPE,NOR,NORG,NORB,PNORG,PNORB,TSENELSE,PSENELSE,TSENELK,PSENELK,NUMEAL,NUMENGFL,NUMUNCFL,PNUMEAL,PNUMENGFL,PNUMUNCFL,NUMFSM,NUMFSMEVER,NORFSMEVER,PNUMFSMEVER
115188,881,3670,State-funded primary,177,87,90,49.15,50.85,2,1.13,26,14.69,6,170,1,3.40,96,0.6,19,25,177,14.12
115189,881,3700,State-funded primary,40,20,20,50.00,50.00,2,5.00,9,22.50,0,40,0,0.00,100,0,3,3,40,7.50
115191,881,3730,State-funded primary,121,61,60,50.41,49.59,1,0.83,16,13.22,0,121,0,0.00,100,0,7,7,121,5.79
115193,881,3780,State-funded primary,186,92,94,49.46,50.54,2,1.08,38,20.43,5,181,0,2.70,97.3,0,15,18,186,9.68
115194,881,3790,State-funded primary,204,99,105,48.53,51.47,5,2.45,15,7.35,57,147,0,27.90,72.1,0,21,23,204,11.27
115195,881,3795,State-funded primary,109,50,59,45.87,54.13,0,0.00,11,10.09,0,109,0,0.00,100,0,3,5,109,4.59
115197,881,3810,State-funded primary,231,120,111,51.95,48.05,7,3.03,33,14.29,14,216,1,6.10,93.5,0.4,44,53,229,23.14
115198,881,3811,State-funded primary,206,114,92,55.34,44.66,1,0.49,24,11.65,11,195,0,5.30,94.7,0,28,29,206,14.08
115200,881,3814,State-funded primary,189,105,84,55.56,44.44,5,2.65,13,6.88,2,186,1,1.10,98.4,0.5,24,26,189,13.76
115201,881,3815,State-funded primary,179,79,100,44.13,55.87,7,3.91,19,10.61,8,171,0,4.50,95.5,0,18,20,179,11.17
115202,881,3820,State-funded primary,103,59,44,57.28,42.72,1,0.97,12,11.65,2,101,0,1.90,98.1,0,8,9,103,8.74
115203,881,3822,State-funded primary,200,102,98,51.00,49.00,2,1.00,33,16.50,3,196,1,1.50,98,0.5,51,54,200,27.00
115204,881,3823,State-funded primary,435,208,227,47.82,52.18,18,4.14,42,9.66,50,384,1,11.50,88.3,0.2,54,57,435,13.10
115237,881,4680,State-funded secondary,752,386,366,51.33,48.67,28,3.72,68,9.04,144,604,4,19.10,80.3,0.5,216,256,752,34.04
115238,881,4701,State-funded secondary,1194,583,611,48.83,51.17,18,1.51,134,11.22,127,976,91,10.60,81.7,7.6,159,188,951,19.77
115239,883,4733,State-funded secondary,637,637,0,100.00,0.00,7,1.10,58,9.11,156,479,2,24.50,75.2,0.3,104,150,637,23.55
115240,881,5200,State-funded primary,411,208,203,50.61,49.39,12,2.92,23,5.60,9,400,2,2.20,97.3,0.5,45,48,411,11.68
115244,881,5204,State-funded primary,424,208,216,49.06,50.94,8,1.89,34,8.02,2,422,0,0.50,99.5,0,38,48,424,11.32
115256,881,5216,State-funded primary,399,203,196,50.88,49.12,10,2.51,65,16.29,6,393,0,1.50,98.5,0,92,112,399,28.07
115260,881,5220,State-funded primary,206,92,114,44.66,55.34,7,3.40,23,11.17,9,196,1,4.40,95.1,0.5,27,27,206,13.11
115261,881,5221,State-funded primary,246,119,127,48.37,51.63,1,0.41,32,13.01,24,222,0,9.80,90.2,0,19,25,246,10.16
115264,881,5224,State-funded primary,223,113,110,50.67,49.33,10,4.48,18,8.07,4,218,1,1.80,97.8,0.4,17,17,206,8.25
115266,881,5226,State-funded primary,250,127,123,50.80,49.20,5,2.00,15,6.00,1,249,0,0.40,99.6,0,25,29,250,11.60
115268,881,5228,State-funded primary,449,229,220,51.00,49.00,12,2.67,44,9.80,125,324,0,27.80,72.2,0,63,73,407,17.94
115269,881,5229,State-funded primary,263,127,136,48.29,51.71,6,2.28,14,5.32,26,237,0,9.90,90.1,0,38,47,263,17.87
115276,881,5236,State-funded primary,365,167,198,45.75,54.25,10,2.74,17,4.66,14,351,0,3.80,96.2,0,11,11,365,3.01
115281,881,5241,State-funded primary,326,169,157,51.84,48.16,11,3.37,27,8.28,20,306,0,6.10,93.9,0,28,41,326,12.58
115282,881,5242,State-funded primary,446,205,241,45.96,54.04,14,3.14,33,7.40,91,355,0,20.40,79.6,0,97,117,416,28.13
115288,881,5248,State-funded primary,253,115,138,45.45,54.55,6,2.37,30,11.86,2,251,0,0.80,99.2,0,27,33,253,13.04
115289,881,5249,State-funded primary,316,159,157,50.32,49.68,7,2.22,21,6.65,55,261,0,17.40,82.6,0,21,26,316,8.23
115292,881,5252,State-funded primary,361,154,207,42.66,57.34,8,2.22,51,14.13,24,337,0,6.60,93.4,0,63,66,361,18.28
115295,881,5255,State-funded primary,304,139,165,45.72,54.28,5,1.64,38,12.50,54,250,0,17.80,82.2,0,43,48,304,15.79
115297,881,5257,State-funded primary,224,113,111,50.45,49.55,5,2.23,26,11.61,12,212,0,5.40,94.6,0,13,14,224,6.25
115298,881,5258,State-funded primary,419,191,228,45.58,54.42,6,1.43,26,6.21,18,401,0,4.30,95.7,0,38,41,419,9.79
115299,881,5259,State-funded primary,473,213,260,45.03,54.97,7,1.48,57,12.05,29,444,0,6.10,93.9,0,75,78,473,16.49
115300,881,5260,State-funded primary,195,92,103,47.18,52.82,7,3.59,45,23.08,10,185,0,5.10,94.9,0,70,83,195,42.56
115301,881,5261,State-funded primary,442,232,210,52.49,47.51,13,2.94,55,12.44,10,432,0,2.30,97.7,0,86,100,407,24.57
115305,881,5265,State-funded primary,239,98,141,41.00,59.00,3,1.26,40,16.74,2,237,0,0.80,99.2,0,43,45,239,18.83
115307,881,5267,State-funded primary,243,117,126,48.15,51.85,3,1.23,9,3.70,23,220,0,9.50,90.5,0,22,22,243,9.05
115309,881,5269,State-funded primary,489,253,236,51.74,48.26,9,1.84,67,13.70,92,397,0,18.80,81.2,0,151,151,411,36.74
115310,881,5270,State-funded primary,227,116,111,51.10,48.90,5,2.20,40,17.62,29,198,0,12.80,87.2,0,68,69,227,30.40
115311,881,5271,State-funded primary,392,168,224,42.86,57.14,13,3.32,58,14.80,5,387,0,1.30,98.7,0,52,55,366,15.03
115312,881,5272,State-funded primary,419,191,228,45.58,54.42,4,0.95,39,9.31,12,407,0,2.90,97.1,0,69,71,419,16.95
115313,882,5273,State-funded primary,701,334,367,47.65,52.35,17,2.43,100,14.27,218,477,6,31.10,68,0.9,283,295,624,47.28
115314,881,5274,State-funded primary,295,132,163,44.75,55.25,3,1.02,52,17.63,10,285,0,3.40,96.6,0,53,60,267,22.47
115322,881,5406,State-funded secondary,1424,673,751,47.26,52.74,27,1.90,141,9.90,35,1379,10,2.50,96.8,0.7,140,192,1226,15.66
115382,881,5466,State-funded secondary,879,422,457,48.01,51.99,20,2.28,132,15.02,112,750,17,12.70,85.3,1.9,99,147,879,16.72
115386,881,6000,Independent school,151,146,5,96.69,3.31,0,0.00,20,13.25,0,0,0,0.00,0,0,0
115387,881,6001,Independent school,1349,657,692,48.70,51.30,1,0.07,172,12.75,0,0,0,0.00,0,0,0
115388,881,6002,Independent school,124,76,48,61.29,38.71,0,0.00,11,8.87,0,0,0,0.00,0,0,0
115389,881,6003,Independent school,366,189,177,51.64,48.36,0,0.00,24,6.56,0,0,0,0.00,0,0,0
115391,881,6005,Independent school,217,88,129,40.55,59.45,0,0.00,20,9.22,0,0,0,0.00,0,0,0
115392,881,6006,Independent school,1041,487,554,46.78,53.22,1,0.10,131,12.58,0,0,0,0.00,0,0,0
115393,881,6007,Independent school,167,0,167,0.00,100.00,1,0.60,13,7.78,0,0,0,0.00,0,0,0
115394,881,6008,Independent school,411,399,12,97.08,2.92,0,0.00,66,16.06,0,0,0,0.00,0,0,0
115395,881,6009,Independent school,1054,485,569,46.02,53.98,0,0.00,178,16.89,0,0,0,0.00,0,0,0
115396,881,6010,Independent school,289,115,174,39.79,60.21,2,0.69,83,28.72,0,0,0,0.00,0,0,0
115399,881,6013,Independent school,309,154,155,49.84,50.16,0,0.00,67,21.68,0,0,0,0.00,0,0,0
115400,881,6014,Independent school,111,71,40,63.96,36.04,0,0.00,8,7.21,0,0,0,0.00,0,0,0
115401,882,6000,Independent school,254,127,127,50.00,50.00,0,0.00,13,5.12,0,0,0,0.00,0,0,0
115402,882,6001,Independent school,424,207,217,48.82,51.18,6,1.42,59,13.92,0,0,0,0.00,0,0,0
115403,882,6002,Independent school,295,153,142,51.86,48.14,4,1.36,28,9.49,0,0,0,0.00,0,0,0
115408,882,6007,Independent school,111,42,69,37.84,62.16,0,0.00,19,17.12,0,0,0,0.00,0,0,0
115409,881,6015,Independent school,314,90,224,28.66,71.34,1,0.32,72,22.93,0,0,0,0.00,0,0,0
115410,881,6016,Independent school,322,126,196,39.13,60.87,2,0.62,33,10.25,0,0,0,0.00,0,0,0
115411,881,6017,Independent school,222,121,101,54.50,45.50,0,0.00,26,11.71,0,0,0,0.00,0,0,0
115412,881,6018,Independent school,86,40,46,46.51,53.49,0,0.00,12,13.95,0,0,0,0.00,0,0,0
115413,881,6019,Independent school,316,144,172,45.57,54.43,0,0.00,58,18.35,0,0,0,0.00,0,0,0
115415,881,6021,Independent school,118,66,52,55.93,44.07,0,0.00,12,10.17,0,0,0,0.00,0,0,0
115416,881,6022,Independent school,215,92,123,42.79,57.21,1,0.47,6,2.79,0,0,0,0.00,0,0,0
115417,881,6023,Independent school,475,214,261,45.05,54.95,0,0.00,39,8.21,0,0,0,0.00,0,0,0
115419,881,6025,Independent school,247,141,106,57.09,42.91,0,0.00,18,7.29,0,0,0,0.00,0,0,0
115420,881,6026,Independent school,100,39,61,39.00,61.00,0,0.00,3,3.00,0,0,0,0.00,0,0,0
115421,881,6027,Independent school,151,78,73,51.66,48.34,0,0.00,8,5.30,0,0,0,0.00,0,0,0
115424,881,6030,Independent school,146,74,72,50.68,49.32,0,0.00,7,4.79,0,0,0,0.00,0,0,0
115425,881,6031,Independent school,45,9,36,20.00,80.00,45,100.00,0,0.00,0,0,0,0.00,0,0,0
115426,881,6032,Independent school,61,10,51,16.39,83.61,61,100.00,0,0.00,0,0,0,0.00,0,0,0
115428,881,6034,Independent school,163,88,75,53.99,46.01,0,0.00,18,11.04,0,0,0,0.00,0,0,0
115429,881,6035,Independent school,1919,851,1068,44.35,55.65,1,0.05,302,15.74,0,0,0,0.00,0,0,0
115433,881,6038,Independent school,175,82,93,46.86,53.14,4,2.29,30,17.14,0,0,0,0.00,0,0,0
115435,881,6040,Independent school,266,139,127,52.26,47.74,0,0.00,25,9.40,0,0,0,0.00,0,0,0
115436,881,6041,Independent school,35,19,16,54.29,45.71,3,8.57,19,54.29,0,0,0,0.00,0,0,0
115437,881,6042,Independent school,183,70,113,38.25,61.75,0,0.00,1,0.55,0,0,0,0.00,0,0,0
115450,881,7022,State-funded special school,56,1,55,1.79,98.21,56,100.00,0,0.00,0,56,0,0.00,100,0,31,41,56,73.21
115457,881,7036,State-funded special school,164,66,98,40.24,59.76,163,99.39,1,0.61,2,162,0,1.20,98.8,0,50,58,164,35.37
115464,881,7048,State-funded special school,244,50,194,20.49,79.51,242,99.18,2,0.82,5,239,0,2.00,98,0,91,81,206,39.32
115466,881,7050,Non-maintained special school,99,26,73,26.26,73.74,99,100.00,0,0.00,20,79,0,20.20,79.8,0,52,43,72,59.72
115469,881,7054,State-funded special school,219,62,157,28.31,71.69,219,100.00,0,0.00,7,212,0,3.20,96.8,0,65,64,193,33.16
115471,881,7060,State-funded special school,148,59,89,39.86,60.14,148,100.00,0,0.00,5,143,0,3.40,96.6,0,71,69,122,56.56
115475,881,7069,State-funded special school,250,87,163,34.80,65.20,250,100.00,0,0.00,23,227,0,9.20,90.8,0,120,117,229,51.09
115481,916,2000,State-funded primary,344,188,156,54.65,45.35,5,1.45,87,25.29,242,91,11,70.30,26.5,3.2,137,150,344,43.60
115482,916,2002,State-funded primary,301,138,163,45.85,54.15,9,2.99,87,28.90,101,199,1,33.60,66.1,0.3,157,170,301,56.48
115483,916,2004,State-funded primary,418,193,225,46.17,53.83,13,3.11,58,13.88,60,353,5,14.40,84.4,1.2,106,110,418,26.32
115484,916,2005,State-funded primary,112,65,47,58.04,41.96,3,2.68,18,16.07,59,53,0,52.70,47.3,0,39,39,112,34.82
115486,916,2008,State-funded primary,553,268,285,48.46,51.54,15,2.71,72,13.02,94,457,2,17.00,82.6,0.4,124,137,553,24.77
115487,916,2013,State-funded primary,625,299,326,47.84,52.16,21,3.36,78,12.48,79,543,3,12.60,86.9,0.5,82,85,625,13.60
115491,916,2025,State-funded primary,259,135,124,52.12,47.88,1,0.39,37,14.29,8,251,0,3.10,96.9,0,45,45,259,17.37
115492,916,2026,State-funded primary,355,176,179,49.58,50.42,7,1.97,89,25.07,27,328,0,7.60,92.4,0,85,99,355,27.89
115494,916,2028,State-funded primary,213,121,92,56.81,43.19,6,2.82,31,14.55,13,200,0,6.10,93.9,0,35,38,213,17.84
115495,916,2030,State-funded primary,357,178,179,49.86,50.14,13,3.64,50,14.01,17,340,0,4.80,95.2,0,37,38,357,10.64
115496,916,2031,State-funded primary,483,235,248,48.65,51.35,12,2.48,64,13.25,23,459,1,4.80,95,0.2,51,52,483,10.77
115498,916,2033,State-funded primary,342,159,183,46.49,53.51,3,0.88,25,7.31,19,321,2,5.60,93.9,0.6,14,14,342,4.09
115499,916,2034,State-funded primary,265,127,138,47.92,52.08,4,1.51,39,14.72,8,239,18,3.00,90.2,6.8,15,15,265,5.66
115500,916,2040,State-funded primary,136,59,77,43.38,56.62,4,2.94,17,12.50,21,115,0,15.40,84.6,0,20,23,136,16.91
115501,916,2041,State-funded primary,111,47,64,42.34,57.66,3,2.70,23,20.72,3,108,0,2.70,97.3,0,14,16,111,14.41
115502,916,2042,State-funded primary,99,52,47,52.53,47.47,2,2.02,25,25.25,0,99,0,0.00,100,0,18,21,99,21.21
115504,916,2044,State-funded primary,54,31,23,57.41,42.59,0,0.00,9,16.67,2,52,0,3.70,96.3,0,5,5,54,9.26
115505,916,2045,State-funded primary,73,42,31,57.53,42.47,2,2.74,17,23.29,2,71,0,2.70,97.3,0,5,6,73,8.22
115507,916,2047,State-funded primary,94,50,44,53.19,46.81,2,2.13,13,13.83,3,90,1,3.20,95.7,1.1,6,6,94,6.38
115509,916,2050,State-funded primary,199,84,115,42.21,57.79,2,1.01,22,11.06,0,199,0,0.00,100,0,11,12,199,6.03
115510,916,2051,State-funded primary,45,22,23,48.89,51.11,1,2.22,6,13.33,0,45,0,0.00,100,0,14,15,45,33.33
115511,916,2052,State-funded primary,137,83,54,60.58,39.42,7,5.11,35,25.55,3,134,0,2.20,97.8,0,27,27,137,19.71
115512,916,2053,State-funded primary,236,118,118,50.00,50.00,10,4.24,43,18.22,8,228,0,3.40,96.6,0,13,14,236,5.93
115515,916,2056,State-funded primary,105,43,62,40.95,59.05,3,2.86,13,12.38,7,98,0,6.70,93.3,0,12,13,105,12.38
115519,916,2064,State-funded primary,100,51,49,51.00,49.00,5,5.00,17,17.00,0,100,0,0.00,100,0,7,8,100,8.00
115520,916,2065,State-funded primary,289,141,148,48.79,51.21,4,1.38,48,16.61,10,279,0,3.50,96.5,0,66,71,289,24.57
115521,916,2066,State-funded primary,59,34,25,57.63,42.37,1,1.69,13,22.03,0,59,0,0.00,100,0,4,4,59,6.78
115522,916,2067,State-funded primary,117,64,53,54.70,45.30,4,3.42,26,22.22,4,113,0,3.40,96.6,0,20,23,117,19.66
115523,916,2068,State-funded primary,139,69,70,49.64,50.36,2,1.44,21,15.11,0,136,3,0.00,97.8,2.2,7,8,139,5.76
115525,916,2070,State-funded primary,258,134,124,51.94,48.06,8,3.10,47,18.22,14,244,0,5.40,94.6,0,26,29,258,11.24
115526,916,2072,State-funded primary,113,56,57,49.56,50.44,1,0.88,18,15.93,3,110,0,2.70,97.3,0,13,16,113,14.16
115529,916,2075,State-funded primary,115,65,50,56.52,43.48,0,0.00,31,26.96,0,115,0,0.00,100,0,11,13,115,11.30
115531,916,2077,State-funded primary,105,57,48,54.29,45.71,2,1.90,25,23.81,1,104,0,1.00,99,0,16,20,105,19.05
115533,916,2081,State-funded primary,195,86,109,44.10,55.90,3,1.54,14,7.18,1,194,0,0.50,99.5,0,22,24,195,12.31
115534,916,2084,State-funded primary,71,38,33,53.52,46.48,1,1.41,5,7.04,6,65,0,8.50,91.5,0,2,2,71,2.82
115535,916,2085,State-funded primary,61,29,32,47.54,52.46,2,3.28,9,14.75,0,61,0,0.00,100,0,7,7,61,11.48
115536,916,2086,State-funded primary,126,55,71,43.65,56.35,5,3.97,29,23.02,0,126,0,0.00,100,0,32,35,126,27.78
115539,916,2090,State-funded primary,201,95,106,47.26,52.74,9,4.48,36,17.91,6,195,0,3.00,97,0,80,87,201,43.28
115540,916,2091,State-funded primary,111,60,51,54.05,45.95,3,2.70,17,15.32,2,109,0,1.80,98.2,0,14,15,111,13.51
115541,916,2094,State-funded primary,256,124,132,48.44,51.56,4,1.56,43,16.80,14,242,0,5.50,94.5,0,75,79,256,30.86
115543,916,2097,State-funded primary,108,56,52,51.85,48.15,2,1.85,14,12.96,4,104,0,3.70,96.3,0,23,23,108,21.30
115544,916,2098,State-funded primary,139,72,67,51.80,48.20,4,2.88,35,25.18,1,137,1,0.70,98.6,0.7,21,21,139,15.11
115545,916,2099,State-funded primary,124,72,52,58.06,41.94,3,2.42,16,12.90,0,124,0,0.00,100,0,13,14,124,11.29
115547,916,2101,State-funded primary,116,59,57,50.86,49.14,2,1.72,14,12.07,0,116,0,0.00,100,0,8,10,116,8.62
115548,916,2102,State-funded primary,51,26,25,50.98,49.02,0,0.00,14,27.45,3,48,0,5.90,94.1,0,14,14,51,27.45
115549,916,2103,State-funded primary,200,91,109,45.50,54.50,2,1.00,25,12.50,2,197,1,1.00,98.5,0.5,40,41,200,20.50
115550,916,2105,State-funded primary,227,119,108,52.42,47.58,7,3.08,68,29.96,2,225,0,0.90,99.1,0,50,57,227,25.11
115551,916,2106,State-funded primary,155,78,77,50.32,49.68,2,1.29,39,25.16,2,153,0,1.30,98.7,0,38,38,155,24.52
115552,916,2107,State-funded primary,140,68,72,48.57,51.43,6,4.29,30,21.43,0,140,0,0.00,100,0,26,29,140,20.71
115553,916,2108,State-funded primary,64,37,27,57.81,42.19,1,1.56,14,21.88,0,64,0,0.00,100,0,14,17,64,26.56
115554,916,2109,State-funded primary,82,37,45,45.12,54.88,4,4.88,16,19.51,1,81,0,1.20,98.8,0,9,9,82,10.98
115555,916,2110,State-funded primary,153,89,64,58.17,41.83,2,1.31,25,16.34,1,152,0,0.70,99.3,0,41,43,153,28.10
115559,916,2114,State-funded primary,149,68,81,45.64,54.36,6,4.03,21,14.09,2,146,1,1.30,98,0.7,13,16,149,10.74
115560,916,2116,State-funded primary,167,80,87,47.90,52.10,9,5.39,43,25.75,13,154,0,7.80,92.2,0,83,85,167,50.90
115561,916,2117,State-funded primary,202,93,109,46.04,53.96,11,5.45,40,19.80,9,189,4,4.50,93.6,2,61,63,202,31.19
115562,916,2118,State-funded primary,149,77,72,51.68,48.32,4,2.68,36,24.16,48,101,0,32.20,67.8,0,39,42,149,28.19
115563,916,2119,State-funded primary,127,65,62,51.18,48.82,3,2.36,17,13.39,11,114,2,8.70,89.8,1.6,19,19,127,14.96
115564,916,2122,State-funded primary,233,106,127,45.49,54.51,10,4.29,83,35.62,8,225,0,3.40,96.6,0,48,53,233,22.75
115565,916,2123,State-funded primary,202,96,106,47.52,52.48,2,0.99,30,14.85,10,183,9,5.00,90.6,4.5,13,13,202,6.44
115568,916,2130,State-funded primary,142,74,68,52.11,47.89,2,1.41,17,11.97,4,137,1,2.80,96.5,0.7,18,20,142,14.08
115569,916,2132,State-funded primary,209,103,106,49.28,50.72,3,1.44,27,12.92,12,196,1,5.70,93.8,0.5,24,25,209,11.96
115570,916,2134,State-funded primary,145,66,79,45.52,54.48,7,4.83,24,16.55,6,139,0,4.10,95.9,0,31,35,145,24.14
115572,916,2136,State-funded primary,263,140,123,53.23,46.77,1,0.38,28,10.65,7,256,0,2.70,97.3,0,30,36,263,13.69
115573,916,2137,State-funded primary,177,79,98,44.63,55.37,19,10.73,15,8.47,5,166,6,2.80,93.8,3.4,17,21,177,11.86
115574,916,2138,State-funded primary,128,49,79,38.28,61.72,1,0.78,27,21.09,5,123,0,3.90,96.1,0,30,31,128,24.22
115576,916,2141,State-funded primary,421,191,230,45.37,54.63,8,1.90,64,15.20,14,407,0,3.30,96.7,0,57,62,421,14.73
115577,916,2142,State-funded primary,209,104,105,49.76,50.24,14,6.70,25,11.96,17,192,0,8.10,91.9,0,24,24,209,11.48
115578,916,2143,State-funded primary,204,108,96,52.94,47.06,6,2.94,29,14.22,10,191,3,4.90,93.6,1.5,54,57,204,27.94
115580,916,2145,State-funded primary,102,48,54,47.06,52.94,3,2.94,19,18.63,39,63,0,38.20,61.8,0,16,16,102,15.69
115581,916,2146,State-funded primary,139,57,82,41.01,58.99,3,2.16,29,20.86,2,137,0,1.40,98.6,0,39,41,139,29.50
115582,916,2147,State-funded primary,417,216,201,51.80,48.20,7,1.68,74,17.75,61,355,1,14.60,85.1,0.2,65,67,417,16.07
115585,916,2150,State-funded primary,198,95,103,47.98,52.02,12,6.06,61,30.81,73,124,1,36.90,62.6,0.5,43,51,198,25.76
115586,916,2151,State-funded primary,230,113,117,49.13,50.87,5,2.17,25,10.87,22,208,0,9.60,90.4,0,41,46,230,20.00
115590,916,2155,State-funded primary,413,186,227,45.04,54.96,12,2.91,41,9.93,25,365,23,6.10,88.4,5.6,22,26,413,6.30
115594,916,2160,State-funded primary,567,274,293,48.32,51.68,9,1.59,80,14.11,32,532,3,5.60,93.8,0.5,109,114,567,20.11
115598,916,2165,State-funded primary,179,92,87,51.40,48.60,3,1.68,12,6.70,13,166,0,7.30,92.7,0,11,12,179,6.70
115600,916,2171,State-funded primary,382,197,185,51.57,48.43,8,2.09,62,16.23,34,348,0,8.90,91.1,0,48,53,382,13.87
115601,916,2172,State-funded primary,447,205,242,45.86,54.14,8,1.79,66,14.77,23,424,0,5.10,94.9,0,59,64,447,14.32
115603,916,2175,State-funded primary,286,137,149,47.90,52.10,10,3.50,102,35.66,37,249,0,12.90,87.1,0,90,93,269,34.57
115605,916,3004,State-funded primary,204,92,112,45.10,54.90,7,3.43,45,22.06,96,105,3,47.10,51.5,1.5,82,85,204,41.67
115606,916,3006,State-funded primary,159,77,82,48.43,51.57,3,1.89,43,27.04,82,77,0,51.60,48.4,0,73,76,159,47.80
115607,916,3010,State-funded primary,615,318,297,51.71,48.29,15,2.44,72,11.71,147,467,1,23.90,75.9,0.2,216,224,615,36.42
115608,916,3011,State-funded primary,209,89,120,42.58,57.42,6,2.87,33,15.79,17,191,1,8.10,91.4,0.5,34,35,209,16.75
115609,916,3017,State-funded primary,80,49,31,61.25,38.75,0,0.00,8,10.00,5,75,0,6.30,93.8,0,5,5,80,6.25
115612,916,3020,State-funded primary,72,37,35,51.39,48.61,1,1.39,19,26.39,2,70,0,2.80,97.2,0,16,17,72,23.61
115614,916,3024,State-funded primary,194,93,101,47.94,52.06,6,3.09,39,20.10,12,182,0,6.20,93.8,0,28,28,194,14.43
115615,916,3025,State-funded primary,204,109,95,53.43,46.57,8,3.92,16,7.84,5,194,5,2.50,95.1,2.5,9,11,204,5.39
115617,916,3027,State-funded primary,69,35,34,50.72,49.28,0,0.00,13,18.84,2,66,1,2.90,95.7,1.4,2,2,69,2.90
115619,916,3030,State-funded primary,73,42,31,57.53,42.47,0,0.00,9,12.33,0,73,0,0.00,100,0,4,5,73,6.85
115621,916,3034,State-funded primary,51,26,25,50.98,49.02,2,3.92,6,11.76,1,50,0,2.00,98,0,5,5,51,9.80
115622,916,3035,State-funded primary,299,141,158,47.16,52.84,4,1.34,30,10.03,11,279,9,3.70,93.3,3,46,47,299,15.72
115626,916,3039,State-funded primary,106,51,55,48.11,51.89,4,3.77,22,20.75,3,103,0,2.80,97.2,0,8,11,106,10.38
115628,916,3041,State-funded primary,78,41,37,52.56,47.44,0,0.00,4,5.13,0,78,0,0.00,100,0,5,5,78,6.41
115629,916,3042,State-funded primary,80,36,44,45.00,55.00,3,3.75,18,22.50,0,80,0,0.00,100,0,3,3,80,3.75
115631,916,3044,State-funded primary,100,53,47,53.00,47.00,6,6.00,29,29.00,1,99,0,1.00,99,0,27,27,100,27.00
115632,916,3045,State-funded primary,64,27,37,42.19,57.81,1,1.56,8,12.50,2,62,0,3.10,96.9,0,11,11,64,17.19
115636,916,3050,State-funded primary,93,51,42,54.84,45.16,0,0.00,2,2.15,1,92,0,1.10,98.9,0,6,7,93,7.53
115637,916,3052,State-funded primary,207,101,106,48.79,51.21,9,4.35,23,11.11,16,191,0,7.70,92.3,0,41,42,207,20.29
115638,916,3053,State-funded primary,56,28,28,50.00,50.00,2,3.57,12,21.43,4,52,0,7.10,92.9,0,13,13,56,23.21
115639,916,3054,State-funded primary,30,18,12,60.00,40.00,2,6.67,1,3.33,4,26,0,13.30,86.7,0,0,2,30,6.67
115641,916,3056,State-funded primary,119,64,55,53.78,46.22,2,1.68,11,9.24,1,118,0,0.80,99.2,0,17,21,119,17.65
115642,916,3057,State-funded primary,156,78,78,50.00,50.00,2,1.28,9,5.77,1,155,0,0.60,99.4,0,12,14,156,8.97
115643,916,3060,State-funded primary,42,28,14,66.67,33.33,0,0.00,4,9.52,3,39,0,7.10,92.9,0,8,9,42,21.43
115645,916,3063,State-funded primary,91,48,43,52.75,47.25,3,3.30,18,19.78,4,87,0,4.40,95.6,0,14,14,91,15.38
115647,916,3065,State-funded primary,81,47,34,58.02,41.98,9,11.11,12,14.81,0,81,0,0.00,100,0,27,28,81,34.57
115648,916,3067,State-funded primary,52,26,26,50.00,50.00,1,1.92,6,11.54,1,51,0,1.90,98.1,0,4,4,52,7.69
115649,916,3068,State-funded primary,188,95,93,50.53,49.47,4,2.13,28,14.89,6,177,5,3.20,94.1,2.7,44,45,188,23.94
115650,916,3069,State-funded primary,233,120,113,51.50,48.50,5,2.15,43,18.45,8,218,7,3.40,93.6,3,25,27,233,11.59
