"Year","Predicted SQA higher points","Ethnic group","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2022","18 point(s)","Black","All","All","5","0"," ","0"
"2023","18 point(s)","Black","All","All","5","0"," ","0"
"2022","20 point(s)","Black","All","All","5","5"," ","0"
"2023","20 point(s)","Black","All","All","5","0"," ","0"
"2010","10 point(s)","Asian","All","All","5","0"," ","0"
"2014","10 point(s)","Asian","All","All","5","0"," ","0"
"2010","11 point(s)","Asian","All","All","5","5"," ","0"
"2011","11 point(s)","Asian","All","All","5","0"," ","0"
"2012","11 point(s)","Asian","All","All","5","0"," ","0"
"2013","11 point(s)","Asian","All","All","5","0"," ","0"
"2020","11 point(s)","Asian","All","All","5","0"," ","0"
"2010","12 point(s)","Asian","All","All","5","5"," ","0"
"2011","12 point(s)","Asian","All","All","5","5"," ","0"
"2012","12 point(s)","Asian","All","All","5","5"," ","0"
"2013","12 point(s)","Asian","All","All","5","0"," ","0"
"2014","12 point(s)","Asian","All","All","5","0"," ","0"
"2015","12 point(s)","Asian","All","All","5","5"," ","0"
"2017","12 point(s)","Asian","All","All","5","0"," ","0"
"2019","12 point(s)","Asian","All","All","5","0"," ","0"
"2020","12 point(s)","Asian","All","All","5","0"," ","0"
"2022","12 point(s)","Asian","All","All","5","0"," ","0"
"2010","13 point(s)","Asian","All","All","5","0"," ","0"
"2011","13 point(s)","Asian","All","All","5","0"," ","0"
"2012","13 point(s)","Asian","All","All","5","0"," ","0"
"2013","13 point(s)","Asian","All","All","5","5"," ","0"
"2014","13 point(s)","Asian","All","All","5","0"," ","0"
"2015","13 point(s)","Asian","All","All","5","0"," ","0"
"2016","13 point(s)","Asian","All","All","5","5"," ","0"
"2017","13 point(s)","Asian","All","All","5","0"," ","0"
"2018","13 point(s)","Asian","All","All","5","5"," ","0"
"2020","13 point(s)","Asian","All","All","5","5"," ","0"
"2022","13 point(s)","Asian","All","All","5","0"," ","0"
"2023","13 point(s)","Asian","All","All","5","5"," ","0"
"2010","14 point(s)","Asian","All","All","5","5"," ","0"
"2011","14 point(s)","Asian","All","All","5","0"," ","0"
"2012","14 point(s)","Asian","All","All","10","5"," ","0"
"2013","14 point(s)","Asian","All","All","5","0"," ","0"
"2014","14 point(s)","Asian","All","All","10","5"," ","0"
"2015","14 point(s)","Asian","All","All","5","5"," ","0"
"2016","14 point(s)","Asian","All","All","10","5"," ","0"
"2017","14 point(s)","Asian","All","All","5","0"," ","0"
"2018","14 point(s)","Asian","All","All","5","0"," ","0"
"2019","14 point(s)","Asian","All","All","5","0"," ","0"
"2020","14 point(s)","Asian","All","All","5","0"," ","0"
"2021","14 point(s)","Asian","All","All","5","5"," ","0"
"2022","14 point(s)","Asian","All","All","5","5"," ","0"
"2023","14 point(s)","Asian","All","All","5","0"," ","0"
"2010","15 point(s)","Asian","All","All","5","5"," ","0"
"2011","15 point(s)","Asian","All","All","5","5"," ","0"
"2013","15 point(s)","Asian","All","All","5","5"," ","0"
"2014","15 point(s)","Asian","All","All","5","5"," ","0"
"2015","15 point(s)","Asian","All","All","10","10"," ","0"
"2016","15 point(s)","Asian","All","All","5","5"," ","0"
"2017","15 point(s)","Asian","All","All","5","5"," ","0"
"2018","15 point(s)","Asian","All","All","10","5"," ","0"
"2019","15 point(s)","Asian","All","All","5","0"," ","0"
"2021","15 point(s)","Asian","All","All","5","5"," ","0"
"2022","15 point(s)","Asian","All","All","5","5"," ","0"
"2023","15 point(s)","Asian","All","All","5","5"," ","0"
"2010","16 point(s)","Asian","All","All","5","5"," ","0"
"2011","16 point(s)","Asian","All","All","5","5"," ","0"
"2012","16 point(s)","Asian","All","All","5","5"," ","0"
"2015","16 point(s)","Asian","All","All","5","5"," ","0"
"2016","16 point(s)","Asian","All","All","5","0"," ","0"
"2017","16 point(s)","Asian","All","All","5","5"," ","0"
"2018","16 point(s)","Asian","All","All","5","5"," ","0"
"2019","16 point(s)","Asian","All","All","5","5"," ","0"
"2020","16 point(s)","Asian","All","All","10","10"," ","0"
"2021","16 point(s)","Asian","All","All","5","0"," ","0"
"2022","16 point(s)","Asian","All","All","10","5"," ","0"
"2023","16 point(s)","Asian","All","All","5","5"," ","0"
"2011","17 point(s)","Asian","All","All","5","5"," ","0"
"2012","17 point(s)","Asian","All","All","5","5"," ","0"
"2013","17 point(s)","Asian","All","All","10","5"," ","0"
"2014","17 point(s)","Asian","All","All","5","5"," ","0"
"2015","17 point(s)","Asian","All","All","10","5"," ","0"
"2016","17 point(s)","Asian","All","All","5","5"," ","0"
"2017","17 point(s)","Asian","All","All","5","0"," ","0"
"2018","17 point(s)","Asian","All","All","15","10","0.846","0"
"2019","17 point(s)","Asian","All","All","5","5"," ","0"
"2020","17 point(s)","Asian","All","All","10","5"," ","0"
"2021","17 point(s)","Asian","All","All","10","5"," ","0"
"2022","17 point(s)","Asian","All","All","5","5"," ","0"
"2023","17 point(s)","Asian","All","All","5","5"," ","0"
"2014","18 point(s)","Asian","All","All","5","5"," ","0"
"2015","18 point(s)","Asian","All","All","5","5"," ","0"
"2017","18 point(s)","Asian","All","All","5","5"," ","0"
"2018","18 point(s)","Asian","All","All","10","5"," ","0"
"2019","18 point(s)","Asian","All","All","5","5"," ","0"
"2020","18 point(s)","Asian","All","All","5","5"," ","0"
"2021","18 point(s)","Asian","All","All","5","5"," ","0"
"2023","18 point(s)","Asian","All","All","5","5"," ","0"
"2013","19 point(s)","Asian","All","All","5","5"," ","0"
"2015","19 point(s)","Asian","All","All","5","5"," ","0"
"2016","19 point(s)","Asian","All","All","10","5"," ","0"
"2018","19 point(s)","Asian","All","All","5","5"," ","0"
"2020","19 point(s)","Asian","All","All","10","5"," ","0"
"2021","19 point(s)","Asian","All","All","5","5"," ","0"
"2022","19 point(s)","Asian","All","All","5","5"," ","0"
"2023","19 point(s)","Asian","All","All","10","10"," ","0"
"2014","20 point(s)","Asian","All","All","5","5"," ","0"
"2016","20 point(s)","Asian","All","All","5","5"," ","0"
"2017","20 point(s)","Asian","All","All","5","0"," ","0"
"2018","20 point(s)","Asian","All","All","5","5"," ","0"
"2019","20 point(s)","Asian","All","All","5","5"," ","0"
"2021","20 point(s)","Asian","All","All","10","5"," ","0"
"2022","20 point(s)","Asian","All","All","10","10","0.909","0"
"2023","20 point(s)","Asian","All","All","5","5"," ","0"
"2011","12 point(s)","Mixed","All","All","5","0"," ","0"
"2012","14 point(s)","Mixed","All","All","5","0"," ","0"
"2018","14 point(s)","Mixed","All","All","5","0"," ","0"
"2022","14 point(s)","Mixed","All","All","5","5"," ","0"
"2012","15 point(s)","Mixed","All","All","5","0"," ","0"
"2014","15 point(s)","Mixed","All","All","5","5"," ","0"
"2023","15 point(s)","Mixed","All","All","5","5"," ","0"
"2020","16 point(s)","Mixed","All","All","5","0"," ","0"
"2021","16 point(s)","Mixed","All","All","5","0"," ","0"
"2023","17 point(s)","Mixed","All","All","5","0"," ","0"
"2015","18 point(s)","Mixed","All","All","5","0"," ","0"
"2020","18 point(s)","Mixed","All","All","5","5"," ","0"
"2023","18 point(s)","Mixed","All","All","5","0"," ","0"
"2017","19 point(s)","Mixed","All","All","5","5"," ","0"
"2020","19 point(s)","Mixed","All","All","5","0"," ","0"
"2022","20 point(s)","Mixed","All","All","5","5"," ","0"
"2023","13 point(s)","Other","All","All","5","5"," ","0"
"2015","15 point(s)","Other","All","All","5","0"," ","0"
"2023","15 point(s)","Other","All","All","5","0"," ","0"
"2021","16 point(s)","Other","All","All","5","5"," ","0"
"2023","16 point(s)","Other","All","All","5","0"," ","0"
"2021","18 point(s)","Other","All","All","5","5"," ","0"
"2020","19 point(s)","Other","All","All","5","5"," ","0"
"2010","All","White","All","All","315","200","0.637","0"
"2011","All","White","All","All","295","160","0.541","0"
"2012","All","White","All","All","400","205","0.516","0"
"2013","All","White","All","All","350","200","0.5750000000000001","0"
"2014","All","White","All","All","410","220","0.536","0"
"2015","All","White","All","All","420","220","0.52","0"
"2016","All","White","All","All","345","205","0.591","0"
"2017","All","White","All","All","340","215","0.639","0"
"2018","All","White","All","All","335","205","0.62","0"
"2019","All","White","All","All","300","190","0.631","0"
"2020","All","White","All","All","290","225","0.779","0"
"2021","All","White","All","All","305","240","0.784","0"
"2022","All","White","All","All","195","130","0.67","0"
"2023","All","White","All","All","235","160","0.6950000000000001","0"
"2010","All","Black","All","All","5","5"," ","0"
"2011","All","Black","All","All","5","0"," ","0"
"2012","All","Black","All","All","5","5"," ","0"
"2014","All","Black","All","All","5","5"," ","0"
"2015","All","Black","All","All","15","5"," ","0"
"2016","All","Black","All","All","10","10"," ","0"
"2017","All","Black","All","All","10","5"," ","0"
"2018","All","Black","All","All","10","5"," ","0"
"2019","All","Black","All","All","15","10"," ","0"
"2020","All","Black","All","All","15","15","1","0"
"2021","All","Black","All","All","20","15","0.85","0"
"2022","All","Black","All","All","25","20","0.76","0"
"2023","All","Black","All","All","25","10","0.458","0"
"2010","All","Asian","All","All","30","20","0.724","0"
"2011","All","Asian","All","All","40","25","0.632","0"
"2012","All","Asian","All","All","45","25","0.605","0"
"2013","All","Asian","All","All","40","25","0.684","0"
"2014","All","Asian","All","All","50","30","0.646","0"
"2015","All","Asian","All","All","55","30","0.593","0"
"2016","All","Asian","All","All","50","30","0.6","0"
"2017","All","Asian","All","All","30","20","0.581","0"
"2018","All","Asian","All","All","55","45","0.8250000000000001","0"
"2019","All","Asian","All","All","30","20","0.6880000000000001","0"
"2020","All","Asian","All","All","55","40","0.759","0"
"2021","All","Asian","All","All","40","30","0.75","0"
"2022","All","Asian","All","All","50","35","0.654","0"
"2023","All","Asian","All","All","55","40","0.75","0"
"2010","All","Mixed","All","All","5","5"," ","0"
"2011","All","Mixed","All","All","5","5"," ","0"
"2012","All","Mixed","All","All","10","5"," ","0"
"2013","All","Mixed","All","All","5","5"," ","0"
"2014","All","Mixed","All","All","10","5"," ","0"
"2015","All","Mixed","All","All","10","5"," ","0"
"2016","All","Mixed","All","All","5","5"," ","0"
"2017","All","Mixed","All","All","10","10"," ","0"
"2018","All","Mixed","All","All","10","5"," ","0"
"2019","All","Mixed","All","All","10","5"," ","0"
"2020","All","Mixed","All","All","15","15","0.8240000000000001","0"
"2021","All","Mixed","All","All","15","10","0.714","0"
"2022","All","Mixed","All","All","15","10","0.923","0"
"2023","All","Mixed","All","All","15","10","0.733","0"
"2014","All","Other","All","All","5","5"," ","0"
"2015","All","Other","All","All","10","5"," ","0"
"2016","All","Other","All","All","10","0"," ","0"
"2017","All","Other","All","All","5","0"," ","0"
"2018","All","Other","All","All","5","5"," ","0"
"2019","All","Other","All","All","10","5"," ","0"
"2020","All","Other","All","All","15","10","0.714","0"
"2021","All","Other","All","All","15","10","0.6880000000000001","0"
"2023","All","Other","All","All","20","15","0.737","0"
"2010","All","Unknown or Prefer Not To Say","All","All","5","5"," ","0"
"2012","All","Unknown or Prefer Not To Say","All","All","5","5"," ","0"
"2013","All","Unknown or Prefer Not To Say","All","All","5","0"," ","0"
"2016","All","Unknown or Prefer Not To Say","All","All","5","0"," ","0"
"2018","All","Unknown or Prefer Not To Say","All","All","5","5"," ","0"
"2020","All","Unknown or Prefer Not To Say","All","All","5","5"," ","0"
"2021","All","Unknown or Prefer Not To Say","All","All","5","0"," ","0"
"2023","All","Unknown or Prefer Not To Say","All","All","5","0"," ","0"
"2010","9 point(s)","All","All","All","5","5"," ","0"
"2012","9 point(s)","All","All","All","5","0"," ","0"
"2013","9 point(s)","All","All","All","5","0"," ","0"
"2014","9 point(s)","All","All","All","5","5"," ","0"
"2022","9 point(s)","All","All","All","5","0"," ","0"
"2010","10 point(s)","All","All","All","20","10"," ","0"
"2011","10 point(s)","All","All","All","20","5"," ","0"
"2012","10 point(s)","All","All","All","20","5"," ","0"
"2013","10 point(s)","All","All","All","10","5"," ","0"
"2014","10 point(s)","All","All","All","15","5"," ","0"
"2015","10 point(s)","All","All","All","10","0"," ","0"
"2016","10 point(s)","All","All","All","5","0"," ","0"
"2017","10 point(s)","All","All","All","5","0"," ","0"
"2018","10 point(s)","All","All","All","5","0"," ","0"
"2019","10 point(s)","All","All","All","5","0"," ","0"
"2020","10 point(s)","All","All","All","5","5"," ","0"
"2022","10 point(s)","All","All","All","5","0"," ","0"
"2023","10 point(s)","All","All","All","5","0"," ","0"
"2010","11 point(s)","All","All","All","25","20","0.6920000000000001","0"
"2011","11 point(s)","All","All","All","20","10","0.47600000000000003","0"
"2012","11 point(s)","All","All","All","35","10","0.364","0"
"2013","11 point(s)","All","All","All","25","10","0.37","0"
"2014","11 point(s)","All","All","All","25","5"," ","0"
"2015","11 point(s)","All","All","All","10","5"," ","0"
"2016","11 point(s)","All","All","All","20","5"," ","0"
"2017","11 point(s)","All","All","All","10","5"," ","0"
"2018","11 point(s)","All","All","All","15","5"," ","0"
"2019","11 point(s)","All","All","All","10","5"," ","0"
"2020","11 point(s)","All","All","All","10","5"," ","0"
"2021","11 point(s)","All","All","All","10","5"," ","0"
"2022","11 point(s)","All","All","All","5","0"," ","0"
