"Year","Difference between predicted and achieved SQA advanced higher points","Ethnic group","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2020","-5 points","White","All","Not main scheme application","5","5"," ","0"
"2022","-5 points","White","All","Not main scheme application","5","5"," ","0"
"2023","-5 points","White","All","Not main scheme application","5","5"," ","0"
"2010","-6 points","White","All","Not main scheme application","5","5"," ","0"
"2011","-6 points","White","All","Not main scheme application","5","5"," ","0"
"2012","-6 points","White","All","Not main scheme application","5","5"," ","0"
"2014","-6 points","White","All","Not main scheme application","5","5"," ","0"
"2015","-6 points","White","All","Not main scheme application","5","5"," ","0"
"2016","-6 points","White","All","Not main scheme application","5","5"," ","0"
"2017","-6 points","White","All","Not main scheme application","5","5"," ","0"
"2018","-6 points","White","All","Not main scheme application","5","5"," ","0"
"2019","-6 points","White","All","Not main scheme application","5","5"," ","0"
"2020","-6 points","White","All","Not main scheme application","5","5"," ","0"
"2022","-6 points","White","All","Not main scheme application","5","5"," ","0"
"2023","-6 points","White","All","Not main scheme application","5","5"," ","0"
"2010","Less than -6 points","White","All","Not main scheme application","10","10"," ","0"
"2011","Less than -6 points","White","All","Not main scheme application","15","10","0.786","0"
"2012","Less than -6 points","White","All","Not main scheme application","10","10"," ","0"
"2013","Less than -6 points","White","All","Not main scheme application","10","5"," ","0"
"2014","Less than -6 points","White","All","Not main scheme application","10","5"," ","0"
"2015","Less than -6 points","White","All","Not main scheme application","15","10"," ","0"
"2016","Less than -6 points","White","All","Not main scheme application","10","10"," ","0"
"2017","Less than -6 points","White","All","Not main scheme application","15","10","0.667","0"
"2018","Less than -6 points","White","All","Not main scheme application","5","5"," ","0"
"2019","Less than -6 points","White","All","Not main scheme application","5","5"," ","0"
"2020","Less than -6 points","White","All","Not main scheme application","5","5"," ","0"
"2021","Less than -6 points","White","All","Not main scheme application","5","5"," ","0"
"2022","Less than -6 points","White","All","Not main scheme application","10","5"," ","0"
"2023","Less than -6 points","White","All","Not main scheme application","5","5"," ","0"
"2022","-1 points","Black","All","Not main scheme application","5","5"," ","0"
"2020","-3 points","Black","All","Not main scheme application","5","0"," ","0"
"2017","0 points","Asian","All","Not main scheme application","5","5"," ","0"
"2018","0 points","Asian","All","Not main scheme application","5","5"," ","0"
"2020","0 points","Asian","All","Not main scheme application","10","5"," ","0"
"2021","0 points","Asian","All","Not main scheme application","5","5"," ","0"
"2022","0 points","Asian","All","Not main scheme application","5","5"," ","0"
"2023","0 points","Asian","All","Not main scheme application","5","5"," ","0"
"2018","-1 points","Asian","All","Not main scheme application","5","0"," ","0"
"2019","-1 points","Asian","All","Not main scheme application","5","5"," ","0"
"2020","-1 points","Asian","All","Not main scheme application","5","5"," ","0"
"2021","-1 points","Asian","All","Not main scheme application","5","5"," ","0"
"2022","-1 points","Asian","All","Not main scheme application","5","5"," ","0"
"2016","-2 points","Asian","All","Not main scheme application","5","0"," ","0"
"2021","-2 points","Asian","All","Not main scheme application","5","5"," ","0"
"2016","-3 points","Asian","All","Not main scheme application","5","5"," ","0"
"2017","-3 points","Asian","All","Not main scheme application","5","5"," ","0"
"2018","-3 points","Asian","All","Not main scheme application","5","5"," ","0"
"2013","-4 points","Asian","All","Not main scheme application","5","5"," ","0"
"2017","-4 points","Asian","All","Not main scheme application","5","0"," ","0"
"2021","-4 points","Asian","All","Not main scheme application","5","0"," ","0"
"2022","-4 points","Asian","All","Not main scheme application","5","5"," ","0"
"2023","-4 points","Asian","All","Not main scheme application","5","5"," ","0"
"2017","-5 points","Asian","All","Not main scheme application","5","0"," ","0"
"2020","-5 points","Asian","All","Not main scheme application","5","5"," ","0"
"2022","-5 points","Asian","All","Not main scheme application","5","5"," ","0"
"2023","-5 points","Asian","All","Not main scheme application","5","5"," ","0"
"2012","Less than -6 points","Asian","All","Not main scheme application","5","5"," ","0"
"2016","Less than -6 points","Asian","All","Not main scheme application","5","0"," ","0"
"2017","Less than -6 points","Asian","All","Not main scheme application","5","0"," ","0"
"2019","Less than -6 points","Asian","All","Not main scheme application","5","0"," ","0"
"2021","Less than -6 points","Asian","All","Not main scheme application","5","0"," ","0"
"2022","Less than -6 points","Asian","All","Not main scheme application","5","5"," ","0"
"2023","Less than -6 points","Asian","All","Not main scheme application","5","5"," ","0"
"2012","-2 points","Mixed","All","Not main scheme application","5","5"," ","0"
"2019","-1 points","Other","All","Not main scheme application","5","5"," ","0"
"2010","0 points","White","All","Main scheme application","430","400","0.935","0"
"2011","0 points","White","All","Main scheme application","460","430","0.933","0"
"2012","0 points","White","All","Main scheme application","460","415","0.908","0"
"2013","0 points","White","All","Main scheme application","540","500","0.926","0"
"2014","0 points","White","All","Main scheme application","495","460","0.927","0"
"2015","0 points","White","All","Main scheme application","535","495","0.92","0"
"2016","0 points","White","All","Main scheme application","570","520","0.906","0"
"2017","0 points","White","All","Main scheme application","570","530","0.935","0"
"2018","0 points","White","All","Main scheme application","580","540","0.936","0"
"2019","0 points","White","All","Main scheme application","545","520","0.9520000000000001","0"
"2020","0 points","White","All","Main scheme application","840","770","0.917","0"
"2021","0 points","White","All","Main scheme application","1035","970","0.9390000000000001","0"
"2022","0 points","White","All","Main scheme application","680","635","0.935","0"
"2023","0 points","White","All","Main scheme application","655","620","0.9450000000000001","0"
"2010","1 points","White","All","Main scheme application","80","75","0.924","0"
"2011","1 points","White","All","Main scheme application","75","70","0.896","0"
"2012","1 points","White","All","Main scheme application","70","65","0.889","0"
"2013","1 points","White","All","Main scheme application","85","80","0.9400000000000001","0"
"2014","1 points","White","All","Main scheme application","65","60","0.923","0"
"2015","1 points","White","All","Main scheme application","65","65","0.985","0"
"2016","1 points","White","All","Main scheme application","85","80","0.9430000000000001","0"
"2017","1 points","White","All","Main scheme application","55","45","0.852","0"
"2018","1 points","White","All","Main scheme application","70","60","0.855","0"
"2019","1 points","White","All","Main scheme application","65","60","0.9540000000000001","0"
"2020","1 points","White","All","Main scheme application","115","100","0.877","0"
"2021","1 points","White","All","Main scheme application","130","115","0.891","0"
"2022","1 points","White","All","Main scheme application","60","60","0.967","0"
"2023","1 points","White","All","Main scheme application","55","45","0.868","0"
"2010","2 points","White","All","Main scheme application","35","30","0.9410000000000001","0"
"2011","2 points","White","All","Main scheme application","25","20","0.88","0"
"2012","2 points","White","All","Main scheme application","20","15","0.895","0"
"2013","2 points","White","All","Main scheme application","30","25","0.897","0"
"2014","2 points","White","All","Main scheme application","25","25","1","0"
"2015","2 points","White","All","Main scheme application","25","20","0.87","0"
"2016","2 points","White","All","Main scheme application","25","20","0.913","0"
"2017","2 points","White","All","Main scheme application","15","15","0.875","0"
"2018","2 points","White","All","Main scheme application","15","10","0.769","0"
"2019","2 points","White","All","Main scheme application","20","15","0.833","0"
"2020","2 points","White","All","Main scheme application","30","30","1","0"
"2021","2 points","White","All","Main scheme application","30","25","0.833","0"
