"Year","Provider country","Age group","Domicile","Gender","Main scheme applications","Main scheme offers","Main scheme offer rate"
"2010","Northern Ireland","30 - 34","Not EU","All","20","10"," "
"2011","Northern Ireland","30 - 34","Not EU","All","25","15","0.52"
"2012","Northern Ireland","30 - 34","Not EU","All","20","5"," "
"2013","Northern Ireland","30 - 34","Not EU","All","20","10"," "
"2014","Northern Ireland","30 - 34","Not EU","All","15","5"," "
"2015","Northern Ireland","30 - 34","Not EU","All","25","5"," "
"2016","Northern Ireland","30 - 34","Not EU","All","30","10"," "
"2017","Northern Ireland","30 - 34","Not EU","All","30","10","0.333"
"2018","Northern Ireland","30 - 34","Not EU","All","15","5"," "
"2019","Northern Ireland","30 - 34","Not EU","All","25","15","0.56"
"2020","Northern Ireland","30 - 34","Not EU","All","40","20","0.5"
"2021","Northern Ireland","30 - 34","Not EU","All","20","10"," "
"2022","Northern Ireland","30 - 34","Not EU","All","45","20","0.4"
"2023","Northern Ireland","30 - 34","Not EU","All","60","30","0.467"
"2006","Scotland","30 - 34","Not EU","All","475","205","0.429"
"2007","Scotland","30 - 34","Not EU","All","435","205","0.46900000000000003"
"2008","Scotland","30 - 34","Not EU","All","400","175","0.433"
"2009","Scotland","30 - 34","Not EU","All","270","145","0.533"
"2010","Scotland","30 - 34","Not EU","All","305","125","0.41600000000000004"
"2011","Scotland","30 - 34","Not EU","All","240","80","0.338"
"2012","Scotland","30 - 34","Not EU","All","270","95","0.356"
"2013","Scotland","30 - 34","Not EU","All","250","95","0.372"
"2014","Scotland","30 - 34","Not EU","All","245","80","0.322"
"2015","Scotland","30 - 34","Not EU","All","275","90","0.327"
