"Year","Refugee and asylum seeker status","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2023","Not declared","21 - 24","Wales","Male","All","All","105","95","0.923","0"
"2023","No","25 - 29","Northern Ireland","Male","All","All","175","85","0.489","5"
"2023","No","25 - 29","England","Male","All","All","4560","3020","0.663","140"
"2023","No","25 - 29","Scotland","Male","All","All","1170","775","0.66","25"
"2023","No","25 - 29","Wales","Male","All","All","345","245","0.7020000000000001","10"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","25 - 29","Northern Ireland","Male","All","All","5","0"," ","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","25 - 29","England","Male","All","All","160","90","0.579","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","25 - 29","Scotland","Male","All","All","35","20","0.606","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","25 - 29","Wales","Male","All","All","10","5"," ","0"
"2023","I have limited or discretionary leave to remain in the UK","25 - 29","England","Male","All","All","125","65","0.5","0"
"2023","I have limited or discretionary leave to remain in the UK","25 - 29","Scotland","Male","All","All","5","5"," ","0"
"2023","I have limited or discretionary leave to remain in the UK","25 - 29","Wales","Male","All","All","5","5"," ","0"
"2023","I'm currently seeking asylum in the UK","25 - 29","England","Male","All","All","50","20","0.431","0"
"2023","I'm currently seeking asylum in the UK","25 - 29","Scotland","Male","All","All","5","0"," ","0"
"2023","Not declared","25 - 29","Northern Ireland","Male","All","All","5","5"," ","0"
"2023","Not declared","25 - 29","England","Male","All","All","3965","3610","0.91","5"
"2023","Not declared","25 - 29","Scotland","Male","All","All","120","105","0.86","0"
"2023","Not declared","25 - 29","Wales","Male","All","All","55","45","0.887","0"
"2023","No","30 - 34","Northern Ireland","Male","All","All","65","35","0.578","0"
"2023","No","30 - 34","England","Male","All","All","2385","1480","0.621","80"
"2023","No","30 - 34","Scotland","Male","All","All","600","385","0.636","10"
"2023","No","30 - 34","Wales","Male","All","All","145","105","0.714","5"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","30 - 34","England","Male","All","All","120","55","0.47500000000000003","5"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","30 - 34","Scotland","Male","All","All","25","10","0.48","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","30 - 34","Wales","Male","All","All","10","5"," ","0"
"2023","I have limited or discretionary leave to remain in the UK","30 - 34","England","Male","All","All","105","50","0.47200000000000003","5"
"2023","I have limited or discretionary leave to remain in the UK","30 - 34","Scotland","Male","All","All","10","5"," ","0"
"2023","I have limited or discretionary leave to remain in the UK","30 - 34","Wales","Male","All","All","5","0"," ","0"
"2023","I'm currently seeking asylum in the UK","30 - 34","England","Male","All","All","30","10","0.34500000000000003","0"
"2023","I'm currently seeking asylum in the UK","30 - 34","Scotland","Male","All","All","5","5"," ","0"
"2023","Not declared","30 - 34","Northern Ireland","Male","All","All","5","0"," ","0"
"2023","Not declared","30 - 34","England","Male","All","All","3640","3310","0.91","0"
"2023","Not declared","30 - 34","Scotland","Male","All","All","85","75","0.871","0"
"2023","Not declared","30 - 34","Wales","Male","All","All","35","35","0.971","0"
"2023","No","35 and over","Northern Ireland","Male","All","All","100","60","0.606","0"
"2023","No","35 and over","England","Male","All","All","5575","3320","0.595","220"
"2023","No","35 and over","Scotland","Male","All","All","800","510","0.636","30"
"2023","No","35 and over","Wales","Male","All","All","210","135","0.639","10"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","35 and over","Northern Ireland","Male","All","All","5","0"," ","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","35 and over","England","Male","All","All","285","165","0.581","15"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","35 and over","Scotland","Male","All","All","40","25","0.6920000000000001","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","35 and over","Wales","Male","All","All","15","5"," ","5"
"2023","I have limited or discretionary leave to remain in the UK","35 and over","Northern Ireland","Male","All","All","5","0"," ","0"
"2023","I have limited or discretionary leave to remain in the UK","35 and over","England","Male","All","All","380","190","0.508","15"
"2023","I have limited or discretionary leave to remain in the UK","35 and over","Scotland","Male","All","All","15","10"," ","5"
"2023","I have limited or discretionary leave to remain in the UK","35 and over","Wales","Male","All","All","10","10"," ","0"
"2023","I'm currently seeking asylum in the UK","35 and over","England","Male","All","All","30","10","0.379","0"
"2023","I'm currently seeking asylum in the UK","35 and over","Scotland","Male","All","All","10","0"," ","0"
"2023","Not declared","35 and over","Northern Ireland","Male","All","All","5","0"," ","0"
"2023","Not declared","35 and over","England","Male","All","All","8330","7595","0.912","15"
"2023","Not declared","35 and over","Scotland","Male","All","All","110","100","0.892","0"
"2023","Not declared","35 and over","Wales","Male","All","All","60","50","0.897","0"
"2023","All","17 and under","Northern Ireland","Female","All","All","20","10","0.579","0"
"2023","All","17 and under","England","Female","All","All","715","480","0.67","20"
"2023","All","17 and under","Scotland","Female","All","All","735","545","0.745","5"
"2023","All","17 and under","Wales","Female","All","All","30","20","0.679","0"
"2023","All","18","Northern Ireland","Female","All","All","6895","5235","0.76","5"
"2023","All","18","England","Female","All","All","155085","131495","0.848","130"
"2023","All","18","Scotland","Female","All","All","11595","9805","0.846","15"
"2023","All","18","Wales","Female","All","All","7115","6180","0.868","5"
"2023","All","19","Northern Ireland","Female","All","All","1425","1090","0.765","5"
"2023","All","19","England","Female","All","All","44230","36890","0.834","205"
"2023","All","19","Scotland","Female","All","All","3620","2855","0.789","25"
"2023","All","19","Wales","Female","All","All","2095","1775","0.848","15"
"2023","All","20","Northern Ireland","Female","All","All","575","400","0.6900000000000001","5"
"2023","All","20","England","Female","All","All","16125","12480","0.774","165"
"2023","All","20","Scotland","Female","All","All","1965","1455","0.742","20"
"2023","All","20","Wales","Female","All","All","820","640","0.78","15"
"2023","All","21 - 24","Northern Ireland","Female","All","All","880","525","0.596","10"
"2023","All","21 - 24","England","Female","All","All","24535","16785","0.684","385"
"2023","All","21 - 24","Scotland","Female","All","All","4480","3035","0.678","60"
"2023","All","21 - 24","Wales","Female","All","All","1745","1240","0.709","20"
"2023","All","25 - 29","Northern Ireland","Female","All","All","350","190","0.547","5"
"2023","All","25 - 29","England","Female","All","All","13260","9325","0.7030000000000001","205"
"2023","All","25 - 29","Scotland","Female","All","All","2420","1610","0.665","35"
"2023","All","25 - 29","Wales","Female","All","All","875","585","0.667","15"
"2023","All","30 - 34","Northern Ireland","Female","All","All","225","135","0.588","0"
"2023","All","30 - 34","England","Female","All","All","10300","7510","0.729","155"
"2023","All","30 - 34","Scotland","Female","All","All","1530","1070","0.6980000000000001","15"
"2023","All","30 - 34","Wales","Female","All","All","565","405","0.713","20"
"2023","All","35 and over","Northern Ireland","Female","All","All","325","195","0.597","5"
"2023","All","35 and over","England","Female","All","All","23920","17610","0.736","595"
"2023","All","35 and over","Scotland","Female","All","All","2875","1975","0.687","75"
"2023","All","35 and over","Wales","Female","All","All","925","650","0.704","20"
"2023","All","17 and under","Northern Ireland","Male","All","All","15","15","0.765","0"
"2023","All","17 and under","England","Male","All","All","595","405","0.678","5"
"2023","All","17 and under","Scotland","Male","All","All","515","365","0.711","5"
"2023","All","17 and under","Wales","Male","All","All","30","20","0.679","0"
"2023","All","18","Northern Ireland","Male","All","All","4990","3625","0.726","5"
"2023","All","18","England","Male","All","All","125650","104135","0.8290000000000001","150"
"2023","All","18","Scotland","Male","All","All","8175","6950","0.85","15"
"2023","All","18","Wales","Male","All","All","5065","4305","0.85","10"
"2023","All","19","Northern Ireland","Male","All","All","890","675","0.76","5"
"2023","All","19","England","Male","All","All","34530","28875","0.836","230"
"2023","All","19","Scotland","Male","All","All","2685","2180","0.812","25"
"2023","All","19","Wales","Male","All","All","1415","1230","0.868","10"
